Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
1146,2,1,No definida,42.92,38.69,3,915,6,114800,3494874.18,Venta,150000000,madelena,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/madelena/bogota/10115147,9 a 15 años,Apartamento
1147,3,2,1,77,77,4,18,4,221000,5064935.06,Venta,390000000,hipotecho sur,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/hipotecho-sur/bogota/10143200,1 a 8 años,Apartamento
1148,3,2,1,76.6,0,3,915,4,250000,4569190.6,Venta,350000000,britalia,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/britalia/bogota/10116406,9 a 15 años,Apartamento
1149,2,1,No definida,36.5,30.7,3,1,13,131000,6164383.56,Venta,225000000,gilmar,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/gilmar/bogota/10127646,menos de 1 año,Apartamento
1150,1,2,1,50,50,4,1630,No definida,378000,6800000,Venta,340000000,chapinero alto,Bogota,No definida,Bueno,/inmueble/apartamento-en-venta/chapinero-alto/bogota/8104631,16 a 30 años,Apartamento
1151,2,1,1,45,45,2,915,2,No definida,2555555.56,Venta,115000000,nuevo recreo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/nuevo-recreo/bogota/10143724,9 a 15 años,Apartamento
1152,4,5,4,324,0,6,1630,2,1400000,5555555.56,Venta,1800000000,bosque de pinos,Bogota,No definida,No definida,/inmueble/casa-en-venta/bosque-de-pinos/bogota/8059445,16 a 30 años,Casa
1153,3,2,1,80,0,4,18,3,320000,3625000,Venta,290000000,gran granada,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/gran-granada/bogota/10127284,1 a 8 años,Apartamento
1154,5,5,1,560,200,4,30,3,350000,1964285.71,Venta,1100000000,villa del prado,Bogota,No definida,No definida,/inmueble/casa-en-venta/villa-del-prado/bogota/8048559,mas de 30 años,Casa
1155,3,3,1,130,130,5,1630,3,600000,6307692.31,Venta,820000000,unicentro bogota,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/unicentro-bogota/bogota/10138751,16 a 30 años,Apartamento
1156,3,4,2,148,148,6,1630,3,800000,5405405.41,Venta,800000000,santa barbara,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/santa-barbara/bogota/10112837,16 a 30 años,Apartamento
1157,3,3,1,111,111,5,1630,3,630000,4774774.77,Venta,530000000,alhambra,Bogota,Loft,No definida,/inmueble/apartamento-en-venta/alhambra/bogota/10112224,16 a 30 años,Apartamento
1158,3,1,No definida,45,45,3,915,3,No definida,2888888.89,Venta,130000000,almendros,Bogota,No definida,No definida,/inmueble/casa-en-venta/almendros/bogota/10122065,9 a 15 años,Casa
1159,3,3,2,93,93,5,915,6,460000,6397849.46,Venta,595000000,puente largo,Bogota,Duplex,No definida,/inmueble/apartamento-en-venta/puente-largo/bogota/10142972,9 a 15 años,Apartamento
1160,3,2,1,62.28,56.48,3,915,3,206000,4656390.49,Venta,290000000,zarzamora,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/zarzamora/bogota/10096602,9 a 15 años,Apartamento
1161,2,1,No definida,45,45,2,915,5,60000,2577777.78,Venta,116000000,canaveralejo,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/canaveralejo/bogota/10138982,9 a 15 años,Apartamento
1162,1,1,1,24,24,3,1,5,120000,10375000.04,Venta,249000001,chapinero,Bogota,Loft,No definida,/inmueble/apartaestudio-en-venta/chapinero/bogota/10082996,menos de 1 año,Apartaestudio
1163,3,2,1,67,67,4,1630,3,270000,5671641.79,Venta,380000000,prados de la sabana,Bogota,No definida,No definida,/inmueble/apartamento-en-venta/prados-de-la-sabana/bogota/10122103,16 a 30 años,Apartamento
1164,4,5,4,250,250,6,915,7,No definida,No definida,Arriendo,15000000,los rosales,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7923872,9 a 15 años,Apartamento
1165,2,1,1,46,0,3,30,No definida,189000,No definida,Arriendo,1267000,kennedy,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/8091457,mas de 30 años,Apartamento
1166,No definida,6,No definida,525,0,4,1630,No definida,No definida,No definida,Arriendo,17850000,centro comercial andino,Bogota,No definida,No definida,/inmueble/edificio-en-arriendo/centro-comercial-andino/bogota/10125682,16 a 30 años,Edificio
1167,5,4,4,293,293,5,1630,No definida,No definida,No definida,Arriendo,4800000,nuevo country,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/nuevo-country/bogota/7684694,16 a 30 años,Casa
1168,No definida,1,No definida,65,0,3,1630,No definida,No definida,No definida,Arriendo,1500000,engativa,Bogota,No definida,No definida,/inmueble/local-en-arriendo/engativa/bogota/10101627,16 a 30 años,Local
1169,2,3,2,160,160,6,18,2,No definida,No definida,Arriendo,15000000,chico,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/7770090,1 a 8 años,Apartamento
1170,4,4,3,455,455,6,30,4,2726000,No definida,Arriendo,11500000,cerros de suba,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/cerros-de-suba/bogota/7934862,mas de 30 años,Apartamento
1171,4,5,3,324,324,6,1630,2,No definida,No definida,Arriendo,14000000,la cabrera,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/la-cabrera/bogota/7889918,16 a 30 años,Apartamento
1172,6,5,4,288,288,6,1630,5,1400000,No definida,Arriendo,15000000,chico,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/7908405,16 a 30 años,Apartamento
1173,1,1,1,41,41,4,18,Otro,No definida,No definida,Arriendo,1560000,las nieves,Bogota,Loft,No definida,/inmueble/apartaestudio-en-arriendo/las-nieves/bogota/10104656,1 a 8 años,Apartaestudio
1174,3,3,4,420,420,6,30,1,No definida,No definida,Arriendo,12000000,la carolina,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/la-carolina/bogota/7923564,mas de 30 años,Apartamento
1175,3,4,3,195,195,6,915,6,1600000,No definida,Arriendo,10000000,santa barbara,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/7864897,9 a 15 años,Apartamento
1176,5,3,1,256,168,3,30,3,10000,No definida,Arriendo,2900000,verbenal san antonio,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/verbenal-san-antonio/bogota/10125799,mas de 30 años,Casa
1177,3,3,3,289,289,6,30,7,2300000,No definida,Arriendo,12000000,los rosales,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7864861,mas de 30 años,Apartamento
1178,2,3,2,167,167,5,30,3,No definida,No definida,Arriendo,6300000,los rosales,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/los-rosales/bogota/8003577,mas de 30 años,Apartamento
1179,3,3,3,232,232,6,30,2,No definida,No definida,Arriendo,5500000,chico,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/8048520,mas de 30 años,Apartamento
1180,4,4,6,432,432,6,30,1,No definida,No definida,Arriendo,16000000,santa ana,Bogota,Duplex,Bueno,/inmueble/casa-en-arriendo/santa-ana/bogota/7923570,mas de 30 años,Casa
1181,2,3,2,210,210,6,30,2,1000000,No definida,Arriendo,9000000,chico,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico/bogota/7866083,mas de 30 años,Apartamento
1182,3,4,3,270,270,6,1630,2,No definida,No definida,Arriendo,13000000,chico reservado,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico-reservado/bogota/7889867,16 a 30 años,Apartamento
1183,3,3,3,305,305,6,30,5,1400000,No definida,Arriendo,12500000,el nogal,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-nogal/bogota/7923558,mas de 30 años,Apartamento
1184,No definida,2,No definida,127,133,3,1630,No definida,No definida,No definida,Arriendo,4500000,restrepo,Bogota,No definida,No definida,/inmueble/local-en-arriendo/restrepo/bogota/8060930,16 a 30 años,Local
1185,No definida,1,No definida,28,22,3,1630,No definida,No definida,No definida,Arriendo,1800000,restrepo,Bogota,No definida,No definida,/inmueble/local-en-arriendo/restrepo/bogota/8062316,16 a 30 años,Local
1186,3,3,3,179,179,6,1630,2,1000000,No definida,Arriendo,9000000,el retiro,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-retiro/bogota/7971954,16 a 30 años,Apartamento
1187,No definida,1,No definida,32,0,4,1630,1,No definida,No definida,Arriendo,1600000,emaus,Bogota,No definida,Excelente,/inmueble/consultorio-en-arriendo/emaus/bogota/7972954,16 a 30 años,Consultorio
1188,4,4,3,175,175,6,30,3,1000000,No definida,Arriendo,7000000,la carolina,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/la-carolina/bogota/7903498,mas de 30 años,Apartamento
1189,2,3,2,150,150,6,30,3,No definida,No definida,Arriendo,4700000,chico norte,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico-norte/bogota/7944421,mas de 30 años,Apartamento
1190,2,3,2,91,91,6,1630,3,No definida,No definida,Arriendo,4450000,san patricio,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/san-patricio/bogota/7972287,16 a 30 años,Apartamento
1191,3,4,4,213,213,4,18,10,1641000,No definida,Arriendo,19000000,los rosales,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7958916,1 a 8 años,Apartamento
1192,3,4,4,460,460,6,1630,6,No definida,No definida,Arriendo,22000000,el nogal,Bogota,PentHouse,Bueno,/inmueble/apartamento-en-arriendo/el-nogal/bogota/7712808,16 a 30 años,Apartamento
1193,3,1,No definida,43.46,43.46,2,915,4,57000,No definida,Arriendo,850000,bosa chicala,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/bosa-chicala/bogota/10139627,9 a 15 años,Apartamento
1194,2,1,No definida,40,40,3,18,6,No definida,No definida,Arriendo,1000000,tibabita,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/tibabita/bogota/10108131,1 a 8 años,Apartamento
1195,3,4,2,160,160,6,18,10,No definida,No definida,Arriendo,11500000,reserva de la sierra,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/reserva-de-la-sierra/bogota/10121516,1 a 8 años,Apartamento
1196,2,2,1,70,65.04,4,1630,2,244000,No definida,Arriendo,1590000,terminal de transportes,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/terminal-de-transportes/bogota/10120187,16 a 30 años,Apartamento
1197,No definida,1,No definida,8,0,1,1,No definida,No definida,No definida,Arriendo,1161000,el plan,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/el-plan/bogota/7598978,menos de 1 año,Oficina
1198,No definida,5,2,375,0,4,18,3,No definida,No definida,Arriendo,14000000,samper,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/samper/bogota/10142078,1 a 8 años,Oficina
1199,2,1,No definida,50,0,3,18,1,No definida,No definida,Arriendo,1100000,spring,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/spring/bogota/10136025,1 a 8 años,Apartamento
1200,1,1,1,67,67,4,No definida,5,No definida,No definida,Arriendo,1850000,chapinero alto,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chapinero-alto/bogota/10106277,No definida,Apartamento
1201,10,7,10,2400,0,5,1630,2,No definida,No definida,Arriendo,30000000,tuna alta,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/tuna-alta/bogota/10061432,16 a 30 años,Casa
1202,2,2,1,70,70,6,915,5,No definida,No definida,Arriendo,3900000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10143099,9 a 15 años,Apartamento
1203,1,2,1,40,40,4,18,3,330300,No definida,Arriendo,2000000,los cedros,Bogota,No definida,No definida,/inmueble/apartaestudio-en-arriendo/los-cedros/bogota/8050762,1 a 8 años,Apartaestudio
1204,3,1,No definida,52,0,3,1630,5,No definida,No definida,Arriendo,1050000,fontanar del rio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/fontanar-del-rio/bogota/10104115,16 a 30 años,Apartamento
1205,2,3,2,95,95,5,915,3,No definida,No definida,Arriendo,3850000,puente largo,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/puente-largo/bogota/7975667,9 a 15 años,Apartamento
1206,3,2,1,66.4,60.47,3,915,12,184000,No definida,Arriendo,1250000,san antonio noroccidental,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/san-antonio-noroccidental/bogota/10135052,9 a 15 años,Apartamento
1207,1,1,No definida,20,0,4,No definida,4,80000,No definida,Arriendo,750000,chapinero,Bogota,No definida,Bueno,/inmueble/apartaestudio-en-arriendo/chapinero/bogota/3779139,No definida,Apartaestudio
1208,1,1,No definida,40,39,3,915,3,No definida,No definida,Arriendo,1500000,veracruz,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/veracruz/bogota/10099929,9 a 15 años,Apartamento
1209,4,4,No definida,160,160,4,30,2,No definida,No definida,Arriendo,5500000,polo club,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/polo-club/bogota/10084721,mas de 30 años,Casa
1210,No definida,No definida,No definida,37.15,0,3,1,No definida,No definida,No definida,Arriendo,1500000,prado veraniego,Bogota,No definida,No definida,/inmueble/local-en-arriendo/prado-veraniego/bogota/10143093,menos de 1 año,Local
1211,3,5,3,211,182.4,6,18,7,1400000,No definida,Arriendo,Precio del canon (COP),el castillo,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-castillo/bogota/10121236,1 a 8 años,Apartamento
1212,2,2,2,70,66,4,1630,4,No definida,No definida,Arriendo,2398000,pontevedra,Bogota,Loft,Bueno,/inmueble/apartamento-en-arriendo/pontevedra/bogota/7968485,16 a 30 años,Apartamento
1213,No definida,6,4,340,0,4,915,No definida,No definida,No definida,Arriendo,12000000,polo club,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/polo-club/bogota/10134579,9 a 15 años,Oficina
1214,No definida,No definida,No definida,33,0,3,30,13,220000,No definida,Arriendo,900000,las nieves,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/las-nieves/bogota/7711069,mas de 30 años,Oficina
1215,1,1,No definida,17,0,4,18,2,68000,No definida,Arriendo,950000,marly,Bogota,No definida,Bueno,/inmueble/apartaestudio-en-arriendo/marly/bogota/5494065,1 a 8 años,Apartaestudio
1216,2,3,1,83,83,6,915,2,500000,No definida,Arriendo,3000000,san patricio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/san-patricio/bogota/10138474,9 a 15 años,Apartamento
1217,1,2,2,103,103,6,1630,5,1075000,No definida,Arriendo,4000000,chico norte,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10132120,16 a 30 años,Apartamento
1218,3,1,No definida,79,79,3,30,1,No definida,No definida,Arriendo,1200000,carvajal,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/carvajal/bogota/8094749,mas de 30 años,Apartamento
1219,4,4,2,228,228,4,30,3,300000,No definida,Arriendo,3500000,niza norte,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/niza-norte/bogota/10135074,mas de 30 años,Casa
1220,1,1,No definida,22,0,4,1,2,170000,No definida,Arriendo,1150000,chapinero central,Bogota,Loft,No definida,/inmueble/apartaestudio-en-arriendo/chapinero-central/bogota/10075545,menos de 1 año,Apartaestudio
1221,No definida,1,No definida,32,0,3,915,No definida,No definida,No definida,Arriendo,2500000,bosque de pinos,Bogota,No definida,No definida,/inmueble/local-en-arriendo/bosque-de-pinos/bogota/10099367,9 a 15 años,Local
1222,No definida,No definida,No definida,17,0,2,No definida,7,No definida,No definida,Arriendo,550000,la candelaria,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/la-candelaria/bogota/10117775,No definida,Oficina
1223,3,3,3,138,138,4,1630,6,No definida,No definida,Arriendo,4500000,los cedros,Bogota,Duplex,No definida,/inmueble/apartamento-en-arriendo/los-cedros/bogota/10139587,16 a 30 años,Apartamento
1224,3,3,2,100,98,5,915,3,480800,No definida,Arriendo,2580000,la castellana,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/la-castellana/bogota/10094848,9 a 15 años,Apartamento
1225,2,1,No definida,40,0,3,18,No definida,No definida,No definida,Arriendo,1200000,san jorge central,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/san-jorge-central/bogota/8041693,1 a 8 años,Apartamento
1226,14,8,4,619,619,4,1630,2,No definida,No definida,Arriendo,6500000,teusaquillo,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/teusaquillo/bogota/10128623,16 a 30 años,Casa
1227,3,3,2,132,123,4,18,3,No definida,No definida,Arriendo,2800000,sotavento,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/sotavento/bogota/10105576,1 a 8 años,Casa
1228,No definida,2,No definida,480,0,3,18,No definida,No definida,No definida,Arriendo,10000000,san fason,Bogota,No definida,No definida,/inmueble/bodega-en-arriendo/san-fason/bogota/10142806,1 a 8 años,Bodega
1229,No definida,No definida,No definida,233,233,6,18,No definida,2100000,No definida,Arriendo,17920000,la calleja,Bogota,No definida,No definida,/inmueble/local-en-arriendo/la-calleja/bogota/5896681,1 a 8 años,Local
1230,4,5,3,182,170,6,915,6,No definida,No definida,Arriendo,10000000,bosque de pinos,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/bosque-de-pinos/bogota/10126640,9 a 15 años,Apartamento
1231,3,2,1,64,64,3,915,7,209800,No definida,Arriendo,1250000,san antonio nor   occidental,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/san-antonio-nor---occidental/bogota/10135648,9 a 15 años,Apartamento
1232,No definida,2,No definida,185,0,3,18,No definida,No definida,No definida,Arriendo,5000000,quiroga,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/quiroga/bogota/6187139,1 a 8 años,Local
1233,1,1,No definida,28,28,4,915,1,No definida,No definida,Arriendo,1300000,san nicolas,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/san-nicolas/bogota/10072355,9 a 15 años,Apartamento
1234,2,3,2,55,0,4,915,No definida,802000,No definida,Arriendo,3198000,sagrado corazon,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/sagrado-corazon/bogota/8100147,9 a 15 años,Apartamento
1235,1,2,1,57,57,4,915,4,394000,No definida,Arriendo,1556000,belmira,Bogota,No definida,No definida,/inmueble/apartaestudio-en-arriendo/belmira/bogota/8133238,9 a 15 años,Apartaestudio
1236,3,2,No definida,42,0,3,18,5,No definida,No definida,Arriendo,1090000,alameda fontibon,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/alameda-fontibon/bogota/10132919,1 a 8 años,Apartamento
1237,No definida,2,No definida,143,143,3,1630,No definida,No definida,No definida,Arriendo,4300000,siete de agosto,Bogota,No definida,No definida,/inmueble/local-en-arriendo/siete-de-agosto/bogota/8075781,16 a 30 años,Local
1238,No definida,1,1,26,26,4,1630,6,250000,No definida,Arriendo,Precio del canon (COP),porciuncula,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/porciuncula/bogota/8001175,16 a 30 años,Oficina
1239,3,2,1,50,50,3,915,2,No definida,No definida,Arriendo,1100000,el tintal,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-tintal/bogota/10124283,9 a 15 años,Apartamento
1240,1,1,No definida,23,0,5,No definida,No definida,159000,No definida,Arriendo,2061000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8080452,No definida,Apartamento
1241,4,5,2,280,0,4,30,No definida,No definida,No definida,Arriendo,6014000,fontibon,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/fontibon/bogota/7952758,mas de 30 años,Casa
1242,3,3,2,120,120,5,915,4,No definida,No definida,Arriendo,3600000,iberia,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/iberia/bogota/7972480,9 a 15 años,Apartamento
1243,No definida,3,2,844,0,3,18,3,No definida,No definida,Arriendo,63300000,metropolis,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/metropolis/bogota/7677683,1 a 8 años,Oficina
1244,No definida,3,10,680,0,6,1630,3,9393520,No definida,Arriendo,39140800,chico reservado,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/chico-reservado/bogota/10101568,16 a 30 años,Oficina
1245,No definida,No definida,5,1981,0,3,1,No definida,23772000,No definida,Arriendo,109010000,britalia,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/britalia/bogota/7122488,menos de 1 año,Oficina
1246,No definida,1,No definida,27,0,3,1,No definida,No definida,No definida,Arriendo,700000,alcala,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/alcala/bogota/7919695,menos de 1 año,Local
1247,1,1,No definida,40,40,4,18,2,No definida,No definida,Arriendo,1300000,nueva zelandia,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/10094553,1 a 8 años,Apartamento
1248,3,2,1,90,90,4,1630,4,480000,No definida,Arriendo,2498000,metropolis,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/metropolis/bogota/8105272,16 a 30 años,Apartamento
1249,1,1,No definida,30,30,4,1,2,160000,No definida,Arriendo,1250000,mazuren,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/mazuren/bogota/10134699,menos de 1 año,Apartamento
1250,4,3,2,240,0,5,915,2,No definida,No definida,Arriendo,6500000,la carolina,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/la-carolina/bogota/8022290,9 a 15 años,Apartamento
1251,3,2,2,114,114,5,1630,1,946000,No definida,Arriendo,2500000,gratamira,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/gratamira/bogota/8076891,16 a 30 años,Apartamento
1252,No definida,2,No definida,70,0,3,915,No definida,No definida,No definida,Arriendo,1800000,el triangulo,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/el-triangulo/bogota/7799292,9 a 15 años,Local
1253,1,1,No definida,35,0,3,18,5,No definida,No definida,Arriendo,1700000,marly,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/marly/bogota/10113754,1 a 8 años,Apartamento
1254,2,1,1,58,58,3,1630,2,No definida,No definida,Arriendo,1400000,ciudadela colsubsidio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/ciudadela-colsubsidio/bogota/10130998,16 a 30 años,Apartamento
1255,No definida,1,No definida,32,0,6,915,1,No definida,No definida,Arriendo,3254000,el virrey,Bogota,No definida,No definida,/inmueble/consultorio-en-arriendo/el-virrey/bogota/10070811,9 a 15 años,Consultorio
1256,No definida,1,No definida,65,0,3,1630,No definida,No definida,No definida,Arriendo,1500000,engativa,Bogota,No definida,No definida,/inmueble/local-en-arriendo/engativa/bogota/10101627,16 a 30 años,Local
1257,No definida,1,3,100,0,5,1630,10,No definida,No definida,Arriendo,4300000,chico norte,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/chico-norte/bogota/6834112,16 a 30 años,Oficina
1258,1,1,1,44,44,4,915,2,No definida,No definida,Arriendo,1450000,centro internacional,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/centro-internacional/bogota/10115093,9 a 15 años,Apartamento
1259,2,2,2,98,0,6,915,No definida,580000,No definida,Arriendo,2920000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7992283,9 a 15 años,Apartamento
1260,3,3,2,105,105,5,1630,2,No definida,No definida,Arriendo,3300000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10099930,16 a 30 años,Apartamento
1261,3,2,2,110,0,5,915,2,No definida,No definida,Arriendo,3500000,santa barbara,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/10095255,9 a 15 años,Apartamento
1262,3,2,1,61,0,3,915,No definida,188000,No definida,Arriendo,1450000,kennedy,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/8108218,9 a 15 años,Apartamento
1263,6,4,No definida,250,0,4,1630,No definida,No definida,No definida,Arriendo,4570000,suba,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/suba/bogota/7243875,16 a 30 años,Casa
1264,2,1,No definida,40,0,3,18,No definida,No definida,No definida,Arriendo,1200000,san jorge central,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/san-jorge-central/bogota/8041693,1 a 8 años,Apartamento
1265,5,4,2,350,0,4,1630,No definida,No definida,No definida,Arriendo,4900000,engativa,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/engativa/bogota/7311711,16 a 30 años,Casa
1266,5,3,No definida,300,0,3,1630,No definida,150000,No definida,Arriendo,4870800,las nieves,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/las-nieves/bogota/7630057,16 a 30 años,Apartamento
1267,3,3,1,95,95,4,1630,5,354000,No definida,Arriendo,2100000,villas de aranjuez,Bogota,Duplex,Bueno,/inmueble/apartamento-en-arriendo/villas-de-aranjuez/bogota/8063928,16 a 30 años,Apartamento
1268,3,3,3,287,287,6,1630,7,2100000,No definida,Arriendo,15000000,chapinero,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chapinero/bogota/7977575,16 a 30 años,Apartamento
1269,2,2,1,62,0,4,915,No definida,421000,No definida,Arriendo,2489000,sagrado corazon,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/sagrado-corazon/bogota/8107930,9 a 15 años,Apartamento
1270,3,1,No definida,51,0,3,1,No definida,110000,No definida,Arriendo,1240000,fontibon,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/fontibon/bogota/7817514,menos de 1 año,Apartamento
1271,1,1,1,44,44,6,915,No definida,No definida,No definida,Arriendo,2300000,chico navarra,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/8082120,9 a 15 años,Apartamento
1272,No definida,9,2,550,550,5,1630,No definida,No definida,No definida,Arriendo,22000000,pasadena,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/pasadena/bogota/7988548,16 a 30 años,Casa
1273,3,3,2,139,139,6,1630,2,685000,No definida,Arriendo,4315000,santa barbara central,Bogota,Duplex,Bueno,/inmueble/apartamento-en-arriendo/santa-barbara-central/bogota/7948376,16 a 30 años,Apartamento
1274,3,4,2,190,0,6,30,No definida,800000,No definida,Arriendo,4500000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7739891,mas de 30 años,Apartamento
1275,3,3,1,90,0,5,1630,No definida,350000,No definida,Arriendo,2850000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8006437,16 a 30 años,Apartamento
1276,2,3,2,127,0,5,1630,No definida,1200000,No definida,Arriendo,2300000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8092296,16 a 30 años,Apartamento
1277,2,1,1,46,0,3,30,No definida,189000,No definida,Arriendo,1267000,kennedy,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/8091457,mas de 30 años,Apartamento
1278,3,3,2,110,110,5,1630,5,No definida,No definida,Arriendo,3700000,bella suiza,Bogota,Duplex,No definida,/inmueble/apartamento-en-arriendo/bella-suiza/bogota/10135953,16 a 30 años,Apartamento
1279,3,2,1,75,75,4,18,12,No definida,No definida,Arriendo,2000000,gran granada,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/gran-granada/bogota/8112720,1 a 8 años,Apartamento
