,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
1837,1.0,1.0,No definida,32.0,0.0,3.0,1.0,13.0,No definida,No definida,Arriendo,1900000.0,la perseverancia,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/la-perseverancia/bogota/10123895
1838,No definida,No definida,No definida,1200.0,0.0,4.0,915.0,1.0,No definida,No definida,Arriendo,65000000.0,morato,Bogotá,No definida,Bueno,/inmueble/bodega-en-arriendo/morato/bogota/7537832
1839,3.0,3.0,3.0,220.0,220.0,5.0,30.0,3.0,610000.0,No definida,Arriendo,5000000.0,san jose de bavaria,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/san-jose-de-bavaria/bogota/7731059
1840,No definida,3.0,2.0,240.0,0.0,3.0,18.0,3.0,No definida,No definida,Arriendo,5000000.0,engativa,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/engativa/bogota/10107272
1841,2.0,3.0,1.0,82.0,82.0,6.0,1630.0,No definida,700000.0,No definida,Arriendo,3200000.0,el virrey,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-virrey/bogota/8086582
1842,No definida,10.0,10.0,1991.0,0.0,5.0,18.0,No definida,No definida,No definida,Arriendo,80000000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/colina-campestre/bogota/10071044
1843,No definida,10.0,10.0,3200.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,85000000.0,puente aranda,Bogotá,No definida,Bueno,/inmueble/edificio-en-arriendo/puente-aranda/bogota/7866336
1844,3.0,2.0,1.0,85.0,0.0,4.0,18.0,14.0,No definida,No definida,Arriendo,2200000.0,portales del norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/portales-del-norte/bogota/10126657
1845,2.0,2.0,No definida,53.0,0.0,2.0,18.0,10.0,No definida,No definida,Arriendo,1100000.0,san andres,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/san-andres/bogota/10112265
1846,1.0,1.0,No definida,29.0,29.0,3.0,18.0,4.0,No definida,No definida,Arriendo,2100000.0,la candelaria,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/la-candelaria/bogota/8111055
1847,3.0,3.0,2.0,170.0,198.0,6.0,30.0,5.0,1000000.0,No definida,Arriendo,4000000.0,niza,Bogotá,Duplex,Bueno,/inmueble/casa-en-arriendo/niza/bogota/8019695
1848,No definida,1.0,No definida,64.0,0.0,4.0,30.0,4.0,No definida,No definida,Arriendo,1850000.0,marly,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/marly/bogota/10054530
1849,No definida,1.0,No definida,92.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,4500000.0,cantalejo,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/cantalejo/bogota/10127779
1850,2.0,2.0,1.0,75.0,65.0,5.0,18.0,13.0,No definida,No definida,Arriendo,3000000.0,batan,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/batan/bogota/10133677
1851,3.0,1.0,No definida,60.0,0.0,3.0,1630.0,2.0,No definida,No definida,Arriendo,990000.0,salamanca,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/salamanca/bogota/10098240
1852,No definida,1.0,No definida,267.0,0.0,4.0,915.0,No definida,6616996.0,No definida,Arriendo,18054608.0,la castellana,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/la-castellana/bogota/10104072
1853,No definida,1.0,2.0,20.0,0.0,6.0,1630.0,5.0,No definida,No definida,Arriendo,1500000.0,chico,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/chico/bogota/6662766
1854,No definida,No definida,No definida,39.0,39.0,3.0,18.0,No definida,No definida,No definida,Arriendo,6500000.0,centro comercial paseo villa del rio,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/centro-comercial-paseo-villa-del-rio/bogota/8014530
1855,No definida,2.0,No definida,90.0,0.0,6.0,18.0,No definida,No definida,No definida,Arriendo,5000000.0,la esperanza,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/la-esperanza/bogota/10136091
1856,2.0,1.0,No definida,43.0,43.0,3.0,18.0,No definida,No definida,No definida,Arriendo,1150000.0,ingles,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/ingles/bogota/10093531
1857,1.0,1.0,No definida,25.0,0.0,4.0,915.0,1.0,No definida,No definida,Arriendo,1450000.0,marly,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/marly/bogota/10095136
1858,No definida,No definida,1.0,188.0,188.0,5.0,30.0,No definida,1500000.0,No definida,Arriendo,9500000.0,las villas,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/las-villas/bogota/8075656
1859,1.0,1.0,No definida,46.0,0.0,6.0,30.0,No definida,No definida,No definida,Arriendo,2500000.0,chapinero,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chapinero/bogota/7684877
1860,2.0,1.0,No definida,45.0,45.0,3.0,18.0,2.0,No definida,No definida,Arriendo,750000.0,kennedy central,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/kennedy-central/bogota/10132738
1861,3.0,3.0,1.0,98.0,0.0,4.0,915.0,3.0,500000.0,No definida,Arriendo,2500000.0,colina campestre,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10122741
1862,4.0,5.0,2.0,342.0,342.0,6.0,1630.0,11.0,No definida,No definida,Arriendo,17000000.0,el refugio,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-refugio/bogota/10082212
1863,4.0,4.0,2.0,220.0,220.0,6.0,915.0,2.0,1000000.0,No definida,Arriendo,4500000.0,camino de arrayanes,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/camino-de-arrayanes/bogota/10126324
1864,1.0,1.0,No definida,30.0,0.0,4.0,30.0,No definida,No definida,No definida,Arriendo,1400000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7428587
1865,1.0,1.0,1.0,32.0,32.0,2.0,1.0,2.0,No definida,No definida,Arriendo,1200000.0,la candelaria,Bogotá,No definida,Excelente,/inmueble/apartaestudio-en-arriendo/la-candelaria/bogota/7833280
1866,No definida,1.0,1.0,60.0,0.0,5.0,18.0,5.0,794160.0,No definida,Arriendo,3600000.0,usaquen,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/usaquen/bogota/10099656
1867,No definida,1.0,No definida,87.0,87.0,6.0,915.0,2.0,No definida,No definida,Arriendo,5280000.0,chico norte,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/chico-norte/bogota/7968797
1868,1.0,1.0,1.0,62.0,62.0,6.0,No definida,5.0,No definida,No definida,Arriendo,3600000.0,santa bibiana,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/santa-bibiana/bogota/10078800
1869,4.0,6.0,8.0,708.0,708.0,6.0,915.0,1.0,No definida,No definida,Arriendo,30000000.0,santa ana oriental,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/santa-ana-oriental/bogota/10131704
1870,3.0,4.0,1.0,130.0,130.0,6.0,30.0,No definida,1329000.0,No definida,Arriendo,3500000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/8097093
1871,4.0,3.0,1.0,122.0,122.0,5.0,1630.0,5.0,No definida,No definida,Arriendo,3000000.0,nuevo campin,Bogotá,PentHouse,No definida,/inmueble/apartamento-en-arriendo/nuevo-campin/bogota/10118451
1872,4.0,4.0,No definida,250.0,0.0,4.0,30.0,2.0,No definida,No definida,Arriendo,6500000.0,barrios unidos,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/barrios-unidos/bogota/7938146
1873,No definida,6.0,No definida,514.46,0.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,20000000.0,cedritos,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/cedritos/bogota/4924197
1874,3.0,3.0,2.0,109.0,109.0,4.0,1630.0,4.0,No definida,No definida,Arriendo,2600000.0,ferrocaja fontibon,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/ferrocaja-fontibon/bogota/10132564
1875,No definida,1.0,1.0,56.0,0.0,6.0,1630.0,2.0,427000.0,No definida,Arriendo,2000000.0,los rosales,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/los-rosales/bogota/6222035
1876,1.0,1.0,1.0,40.0,36.0,6.0,18.0,4.0,280000.0,No definida,Arriendo,3000000.0,la calleja,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-calleja/bogota/10100453
1877,3.0,2.0,No definida,72.0,0.0,4.0,30.0,No definida,230000.0,No definida,Arriendo,2500000.0,barrios unidos,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/8006366
1878,2.0,3.0,2.0,138.0,138.0,6.0,1630.0,3.0,No definida,No definida,Arriendo,4400000.0,santa barbara,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/10045971
1879,5.0,3.0,3.0,318.0,318.0,6.0,30.0,No definida,3831000.0,No definida,Arriendo,9800000.0,el refugio,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-refugio/bogota/8088458
1880,3.0,3.0,1.0,136.0,136.0,6.0,30.0,No definida,No definida,No definida,Arriendo,4800000.0,multicentro,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/multicentro/bogota/8058303
1881,5.0,5.0,2.0,420.0,420.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,6900000.0,pasadena,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/pasadena/bogota/10113918
1882,2.0,1.0,No definida,37.0,0.0,3.0,1.0,No definida,122000.0,No definida,Arriendo,1200000.0,fontibon,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/fontibon/bogota/8075616
1883,No definida,1.0,1.0,25.0,0.0,4.0,1630.0,6.0,No definida,No definida,Arriendo,2500000.0,ciudad salitre,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/ciudad-salitre/bogota/10044567
1884,1.0,1.0,No definida,32.0,0.0,3.0,No definida,No definida,92000.0,No definida,Arriendo,1400000.0,engativa,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/engativa/bogota/7968360
1885,3.0,2.0,No definida,50.0,50.0,3.0,No definida,2.0,No definida,No definida,Arriendo,1050000.0,centro engativa,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/centro-engativa/bogota/10112021
1886,No definida,4.0,2.0,318.0,0.0,6.0,30.0,2.0,917560.0,No definida,Arriendo,10800000.0,chico,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/chico/bogota/7786338
1887,3.0,3.0,2.0,146.0,146.0,6.0,1630.0,4.0,No definida,No definida,Arriendo,4500000.0,calleja baja,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/calleja-baja/bogota/10117020
1888,2.0,1.0,No definida,38.0,38.0,3.0,1.0,No definida,No definida,No definida,Arriendo,1350000.0,nueva zelandia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/8076203
1889,4.0,4.0,1.0,324.0,324.0,5.0,30.0,1.0,170000.0,No definida,Arriendo,5000000.0,prado veraniego,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/prado-veraniego/bogota/7944563
1890,2.0,3.0,1.0,80.0,0.0,4.0,18.0,No definida,480000.0,No definida,Arriendo,2436750.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7691807
1891,2.0,1.0,No definida,60.0,60.0,2.0,1630.0,No definida,No definida,No definida,Arriendo,1000000.0,belen,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/belen/bogota/7982340
1892,3.0,3.0,3.0,214.36,0.0,6.0,1630.0,No definida,No definida,No definida,Arriendo,12000000.0,santa barbara alta,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/santa-barbara-alta/bogota/7841348
1893,4.0,3.0,3.0,270.0,0.0,6.0,1630.0,4.0,1764000.0,No definida,Arriendo,7500000.0,el retiro,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-retiro/bogota/7549467
1894,4.0,4.0,2.0,160.0,160.0,6.0,1630.0,1.0,1000000.0,No definida,Arriendo,5500000.0,santa ana occidental,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/santa-ana-occidental/bogota/7777046
1895,3.0,3.0,4.0,326.18,0.0,6.0,18.0,3.0,2900000.0,No definida,Arriendo,22000000.0,los rosales,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/los-rosales/bogota/7940538
1896,No definida,No definida,1.0,55.0,0.0,4.0,1630.0,1.0,560000.0,No definida,Arriendo,1800000.0,el dorado,Bogotá,No definida,Bueno,/inmueble/oficina-en-arriendo/el-dorado/bogota/7977129
1897,3.0,3.0,1.0,71.0,70.0,4.0,18.0,3.0,No definida,No definida,Arriendo,1550000.0,victoria norte,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/victoria-norte/bogota/10143142
1898,4.0,3.0,3.0,355.84,0.0,6.0,1630.0,5.0,2650000.0,No definida,Arriendo,15500000.0,chico alto,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico-alto/bogota/7549433
1899,3.0,3.0,1.0,100.0,92.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,2000000.0,prados de la sabana,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/prados-de-la-sabana/bogota/8101894
1900,3.0,2.0,1.0,85.0,0.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,2600000.0,suba,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7937068
1901,3.0,4.0,4.0,265.0,265.0,6.0,1630.0,4.0,1800000.0,No definida,Arriendo,10000000.0,bosque medina,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/bosque-medina/bogota/7793431
1902,2.0,2.0,1.0,76.0,0.0,4.0,No definida,No definida,No definida,No definida,Arriendo,2071440.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7999475
1903,2.0,1.0,No definida,50.0,50.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,1100000.0,autopista muzu,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/autopista-muzu/bogota/8021994
1904,5.0,4.0,4.0,403.0,0.0,6.0,1630.0,6.0,3044700.0,No definida,Arriendo,11000000.0,chico alto,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico-alto/bogota/7734015
1905,3.0,2.0,1.0,80.0,80.0,4.0,18.0,9.0,No definida,No definida,Arriendo,2300000.0,engativa,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/engativa/bogota/10130550
1906,3.0,4.0,3.0,202.0,0.0,5.0,915.0,2.0,928000.0,No definida,Arriendo,12000000.0,santa ana occidental,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-ana-occidental/bogota/8069758
1907,3.0,3.0,3.0,360.0,0.0,6.0,1630.0,6.0,2000000.0,No definida,Arriendo,19000000.0,la cabrera,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/la-cabrera/bogota/7825495
1908,3.0,1.0,No definida,80.0,80.0,2.0,1630.0,No definida,No definida,No definida,Arriendo,900000.0,el tintal,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/el-tintal/bogota/8090243
1909,3.0,5.0,4.0,320.0,1420.0,6.0,18.0,2.0,1500000.0,No definida,Arriendo,7000000.0,guaymaral,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/guaymaral/bogota/7364284
1910,No definida,No definida,2.0,40.0,0.0,6.0,915.0,3.0,550000.0,No definida,Arriendo,1700000.0,chico norte,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/chico-norte/bogota/10130239
1911,3.0,2.0,2.0,385.0,0.0,6.0,1630.0,9.0,3283000.0,No definida,Arriendo,20000000.0,chico norte,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/chico-norte/bogota/7826064
1912,3.0,2.0,1.0,85.0,0.0,4.0,1.0,No definida,440000.0,No definida,Arriendo,2200000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7330700
1913,No definida,2.0,No definida,120.0,0.0,5.0,No definida,No definida,No definida,No definida,Arriendo,3300000.0,santa barbara occidental,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/santa-barbara-occidental/bogota/10066978
1914,3.0,2.0,No definida,150.0,0.0,3.0,1630.0,2.0,No definida,No definida,Arriendo,1400000.0,boita,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/boita/bogota/10112189
1915,No definida,1.0,No definida,17.0,0.0,5.0,1630.0,No definida,218000.0,No definida,Arriendo,1000000.0,santa paula,Bogotá,No definida,Excelente,/inmueble/local-en-arriendo/santa-paula/bogota/7605942
1916,No definida,1.0,2.0,338.0,0.0,6.0,18.0,12.0,1378000.0,No definida,Arriendo,25000000.0,santa barbara,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/santa-barbara/bogota/7609516
1917,2.0,2.0,2.0,72.0,70.0,4.0,1630.0,6.0,No definida,No definida,Arriendo,2000000.0,iberia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/iberia/bogota/10125945
1918,No definida,1.0,1.0,35.0,0.0,5.0,1630.0,No definida,No definida,No definida,Arriendo,3000000.0,niza cordoba,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/niza-cordoba/bogota/10077000
1919,4.0,3.0,1.0,110.0,110.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,2200000.0,villas del mediterraneo,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/villas-del-mediterraneo/bogota/10130206
1920,1.0,2.0,1.0,65.0,0.0,6.0,18.0,12.0,No definida,No definida,Arriendo,4500000.0,santa bibiana,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-bibiana/bogota/8091306
1921,2.0,2.0,1.0,59.96,59.96,4.0,915.0,16.0,274000.0,No definida,Arriendo,2000000.0,barrancas norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/barrancas-norte/bogota/10100924
1922,1.0,2.0,1.0,50.0,40.0,4.0,915.0,6.0,300000.0,No definida,Arriendo,1350000.0,acevedo tejada,Bogotá,Loft,No definida,/inmueble/apartaestudio-en-arriendo/acevedo-tejada/bogota/10118327
1923,1.0,1.0,2.0,52.0,49.0,5.0,915.0,2.0,No definida,No definida,Arriendo,2800000.0,santa barbara occidental,Bogotá,Loft,No definida,/inmueble/apartaestudio-en-arriendo/santa-barbara-occidental/bogota/10114776
1924,2.0,2.0,2.0,72.0,70.0,4.0,1630.0,6.0,No definida,No definida,Arriendo,2000000.0,iberia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/iberia/bogota/10125945
1925,3.0,5.0,3.0,167.0,155.0,6.0,18.0,No definida,No definida,No definida,Arriendo,4950000.0,casa blanca suba,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/casa-blanca-suba/bogota/7997997
1926,2.0,3.0,2.0,104.0,104.0,5.0,18.0,2.0,No definida,No definida,Arriendo,3700000.0,nuevo contry,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/nuevo-contry/bogota/10130186
1927,2.0,2.0,1.0,57.4,49.73,4.0,1.0,16.0,No definida,No definida,Arriendo,1900000.0,nueva zelandia,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/nueva-zelandia/bogota/10137627
1928,1.0,No definida,No definida,25.0,25.0,4.0,No definida,No definida,No definida,No definida,Arriendo,1490000.0,pardo rubio,Bogotá,Loft,No definida,/inmueble/apartaestudio-en-arriendo/pardo-rubio/bogota/10129187
1929,2.0,2.0,1.0,50.0,50.0,4.0,18.0,3.0,No definida,No definida,Arriendo,1904000.0,santa maria del lago,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/santa-maria-del-lago/bogota/8101954
1930,4.0,5.0,5.0,500.0,0.0,6.0,1630.0,6.0,No definida,No definida,Arriendo,32000000.0,cerros de santa barbara,Bogotá,Duplex,Excelente,/inmueble/apartamento-en-arriendo/cerros-de-santa-barbara/bogota/7920354
1931,No definida,10.0,10.0,2500.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,58000000.0,toberin,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/toberin/bogota/10122809
1932,3.0,2.0,No definida,150.0,0.0,3.0,1630.0,2.0,No definida,No definida,Arriendo,1400000.0,boita,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/boita/bogota/10112189
1933,3.0,3.0,1.0,123.0,113.0,5.0,30.0,1.0,No definida,No definida,Arriendo,3000000.0,niza cordoba,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/niza-cordoba/bogota/10109972
1934,4.0,5.0,3.0,330.0,370.0,6.0,1630.0,3.0,2800000.0,No definida,Arriendo,15000000.0,cerros de santa barbara,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/cerros-de-santa-barbara/bogota/10036780
1935,2.0,1.0,No definida,65.0,65.0,3.0,18.0,3.0,No definida,No definida,Arriendo,1150000.0,alcala,Bogotá,No definida,Excelente,/inmueble/apartamento-en-arriendo/alcala/bogota/7716564
1936,No definida,4.0,No definida,137.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,8000000.0,chico norte,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/chico-norte/bogota/10123674
1937,2.0,1.0,No definida,43.0,43.0,3.0,1630.0,3.0,No definida,No definida,Arriendo,1370000.0,toberin,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/toberin/bogota/10111908
1938,1.0,1.0,No definida,39.8,38.8,4.0,1630.0,2.0,No definida,No definida,Arriendo,1500000.0,chapinero,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/chapinero/bogota/10129838
1939,3.0,3.0,3.0,186.0,186.0,5.0,18.0,No definida,990000.0,No definida,Arriendo,15000000.0,antiguo country,Bogotá,Duplex,Bueno,/inmueble/apartamento-en-arriendo/antiguo-country/bogota/8097363
1940,3.0,3.0,2.0,134.0,134.0,5.0,915.0,1.0,No definida,No definida,Arriendo,3300000.0,iberia,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/iberia/bogota/10129295
1941,No definida,2.0,4.0,240.0,0.0,3.0,30.0,No definida,No definida,No definida,Arriendo,3800000.0,normandia occidental,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/normandia-occidental/bogota/10120196
1942,3.0,4.0,2.0,168.0,168.0,6.0,18.0,3.0,No definida,No definida,Arriendo,7550000.0,bosque medina,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/bosque-medina/bogota/10130148
1943,No definida,1.0,No definida,252.0,252.0,5.0,1.0,No definida,No definida,No definida,Arriendo,39039000.0,lago gaitan,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/lago-gaitan/bogota/8092165
1944,2.0,4.0,1.0,83.0,83.0,6.0,1630.0,5.0,745000.0,No definida,Arriendo,2700000.0,chico,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/chico/bogota/7252790
1945,No definida,1.0,No definida,133.0,0.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,5950000.0,la capuchina,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/la-capuchina/bogota/10139397
1946,No definida,1.0,No definida,38.0,0.0,3.0,915.0,No definida,No definida,No definida,Arriendo,1050000.0,santa rosa,Bogotá,No definida,Bueno,/inmueble/local-en-arriendo/santa-rosa/bogota/7389929
1947,No definida,5.0,2.0,375.0,0.0,4.0,18.0,3.0,No definida,No definida,Arriendo,14000000.0,samper,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/samper/bogota/10142078
1948,No definida,10.0,5.0,1150.0,555.0,3.0,18.0,No definida,No definida,No definida,Arriendo,30000000.0,la merced norte,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/la-merced-norte/bogota/8035980
1949,No definida,4.0,10.0,1200.0,1200.0,3.0,915.0,No definida,No definida,No definida,Arriendo,35000000.0,barrios unidos,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/barrios-unidos/bogota/8072171
1950,No definida,6.0,No definida,852.0,852.0,3.0,18.0,No definida,No definida,No definida,Arriendo,18000000.0,toberin,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/toberin/bogota/8081322
1951,No definida,2.0,2.0,520.0,520.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,12000000.0,niza suba,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/niza-suba/bogota/8064835
1952,2.0,2.0,2.0,74.0,0.0,5.0,30.0,No definida,490000.0,No definida,Arriendo,2900000.0,bella suiza,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/bella-suiza/bogota/8093163
1953,No definida,10.0,6.0,1800.0,535.0,6.0,1630.0,No definida,No definida,No definida,Arriendo,50000000.0,chapinero,Bogotá,No definida,No definida,/inmueble/edificio-en-arriendo/chapinero/bogota/8052253
1954,No definida,5.0,No definida,1265.0,1265.0,3.0,1630.0,No definida,No definida,No definida,Arriendo,32000000.0,montevideo,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/montevideo/bogota/8060799
1955,No definida,6.0,No definida,900.0,900.0,6.0,915.0,No definida,No definida,No definida,Arriendo,21000000.0,fontibon,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/fontibon/bogota/8064019
1956,No definida,4.0,No definida,1200.0,0.0,3.0,915.0,1.0,1000000.0,No definida,Arriendo,16000000.0,fontibon,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/fontibon/bogota/10120377
1957,No definida,1.0,No definida,52.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,2200000.0,marly,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/marly/bogota/10123022
1958,No definida,2.0,No definida,115.0,115.0,3.0,1.0,No definida,No definida,No definida,Arriendo,5000000.0,las ferias,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/las-ferias/bogota/8025174
1959,No definida,4.0,No definida,618.0,618.0,3.0,18.0,No definida,900000.0,No definida,Arriendo,21000000.0,el dorado,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/el-dorado/bogota/8086557
1960,No definida,6.0,No definida,1000.0,680.0,2.0,1630.0,No definida,No definida,No definida,Arriendo,18000000.0,fontibon,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/fontibon/bogota/8100161
1961,11.0,7.0,10.0,500.0,500.0,4.0,30.0,No definida,No definida,No definida,Arriendo,10000000.0,polo club,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/polo-club/bogota/8088355
1962,3.0,4.0,2.0,125.0,125.0,6.0,18.0,5.0,No definida,No definida,Arriendo,5500000.0,santa paula,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-paula/bogota/10109741
1963,5.0,5.0,3.0,350.0,0.0,4.0,18.0,2.0,No definida,No definida,Arriendo,4800000.0,modelia occidental,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/modelia-occidental/bogota/10120945
1964,No definida,2.0,No definida,257.0,257.0,3.0,18.0,No definida,No definida,No definida,Arriendo,12000000.0,alcazares norte,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/alcazares-norte/bogota/8032497
